bad_flag,transact_id,weight,numeric1,numeric2,numeric3,numeric4,numeric5,character1,character2,character3,character4,character5,numeric6,numeric7,character6,character7,numeric8,character8
1,7172,1.8688904005,227.78515346,78,,3.0283383969,5,2,2,84,,Y,1042.3246016,534,12,56,1047.9222999,57
1,7173,1.6346015298,119.100077,6,,5.2027815468,5,3,2,106,,Y,856.29764025,502,10,47,861.17355293,47
0,7174,1.0423054475,169.57728532,7,,4.1979454186,5,4,1,106,,Y,798.85403,632,5,74,807.93252321,75
1,7175,1.1347981906,46.872094922,105,,1.6814589446,5,4,,11,,Y,947.05571271,539,12,66,964.59444743,68
1,7176,1.3318334419,93.580992574,7,,5.0501182242,5,4,3,107,,Y,981.55622723,485,11,50,1001.4517032,52
1,7177,1.7420109937,160.60199707,13,,5.4298424649,5,2,1,85,,Y,1015.3932005,502,14,62,1023.0772591,65
1,7178,0.6693008453,106.69939213,41,,1.9083349311,5,1,8,53,,Y,1177.2389787,520,8,61,1180.3201935,61
1,7179,0.6191949909,289.09444177,83,,2.7303941985,5,1,2,62,,Y,1003.6380365,522,11,55,1007.5736598,55
1,7180,1.0623219903,130.98270028,85,,2.2447997413,5,3,1,74,,Y,1067.1784709,487,11,56,1082.1123342,57
0,7181,1.1470284252,102.62291789,41,,3.227474798,5,1,2,50,,Y,871.75641768,581,14,60,873.45123863,64
0,7182,1.7187353691,99.97654312,9,,4.7822827696,5,3,3,,,Y,738.04033497,605,9,83,746.84661972,83
1,7183,2.1306376567,113.1201728,15,,5.4130142262,5,5,4,104,,Y,986.96648698,474,7,66,998.67571775,70
0,7184,1.5770598634,139.21931901,11,,9.0107312348,5,0,2,114,,Y,675.07886055,593,5,76,693.70164304,78
1,7185,0.6874346748,133.09653209,8,,6.1959742537,5,3,2,108,,Y,940.14186063,475,8,56,946.41079938,58
0,7186,1.0999526811,230.91156476,83,,1.9609629103,5,4,5,65,,Y,968.39400029,595,6,78,982.28382762,80
0,7187,0.5251675672,42.114216456,117,,1.5113684267,5,4,0,7,,Y,1040.6992899,590,10,66,1046.1683837,67
1,7188,1.9832816143,210.8363755,92,,2.1487256295,5,4,1,80,,Y,984.5132526,488,9,41,986.71309728,45
1,7189,0.5722093445,156.98213411,11,,4.1786355369,5,1,,84,,Y,969.46627507,502,7,47,973.89952817,51
1,7190,1.1374539377,175.52380621,90,,3.2433673348,5,7,3,63,,Y,1154.4948087,484,10,53,1159.4560313,57
1,7191,0.66695044,165.22397505,74,,1.030812516,5,1,5,73,,Y,978.14146378,491,6,52,995.84863705,53
0,7192,0.9081272788,109.91683966,3,,5.6593122108,5,3,3,90,,Y,631.00870896,617,9,75,643.61857789,76
1,7193,0.5721146614,144.21926465,39,,0.7188365564,5,0,3,48,,Y,1001.6231048,495,8,53,1009.8347496,56
0,7194,1.5437428466,187.38937595,75,,4.4840551474,5,3,0,99,,Y,796.90617091,611,8,58,810.40613696,60
1,7195,1.5867517261,136.87615371,14,,1.706684002,5,2,3,96,,Y,916.90562934,461,11,54,934.19295782,58
1,7196,0.5750730092,99.050953054,56,,0.637613149,5,1,5,,,Y,1032.9124664,515,9,56,1051.4815845,59
1,7197,4.8843008673,182.96771432,12,,7.3638368873,5,2,4,111,,Y,957.35256448,529,12,54,959.12520073,55
0,7198,0.9675926155,199.69395147,4,,5.0319587477,5,2,3,102,,Y,1013.2041683,570,11,71,1022.0664026,72
0,7199,1.8015827686,203.39013207,83,,4.2535467799,5,4,1,83,,Y,619.45936851,600,6,56,622.82487696,56
0,7200,1.9556086142,173.95829033,85,,4.1074458403,5,2,2,82,,Y,739.7975498,598,6,69,758.62293388,71
0,7201,0.5054497472,187.40771801,84,,2.4626071881,5,2,1,91,,Y,971.0889205,591,10,85,977.91444357,85
0,7202,3.1995140628,45.960836707,124,,1.6521548829,5,4,1,15,,Y,799.76237294,581,8,66,807.63539789,67
0,7203,1.7084050298,211.43277557,82,,3.6191685202,5,4,5,79,,Y,669.49189744,621,2,76,676.75454861,77
1,7204,1.7169111019,175.17687855,9,,5.5448949364,5,3,1,96,,Y,891.12672038,472,12,43,892.6893029,47
1,7205,0.7684032956,183.67952279,81,,2.9538008649,5,1,3,78,,Y,928.02046347,489,11,47,938.41267337,49
1,7206,2.7624450718,187.75679345,89,,1.997202399,5,1,4,64,,Y,965.26506604,502,12,46,971.91428109,48
1,7207,0.5640754263,234.94078064,93,,3.5817703981,5,4,2,85,,Y,957.97913048,490,11,64,963.75367244,68
1,7208,0.9970772349,123.94817786,76,,2.6564421341,5,3,0,65,,Y,1010.5273493,515,8,59,1019.3173373,60
0,7209,1.3323643489,127.25757679,9,,4.0212051853,5,5,2,86,,Y,1051.2198461,598,10,64,1063.7551544,69
0,7210,1.1342625621,129.4158435,,,6.2196040157,5,1,3,77,,Y,703.76227464,592,9,81,715.41340534,86
1,7211,1.248257986,126.69422715,10,,5.4709682882,5,1,5,99,,Y,935.51784258,475,10,48,940.90522316,51
1,7212,1.9789071567,263.54005568,70,,4.8210371988,5,4,1,80,,Y,987.57234588,555,11,44,1000.4577406,46
1,7213,1.394029057,113.77519934,7,,4.0215983724,5,6,2,97,,Y,1083.8218795,515,7,56,1086.6570276,57
0,7214,3.7421676632,49.58429715,130,,1.2800689398,5,4,1,7,,Y,734.57530991,605,12,75,741.85465585,77
0,7215,1.5767304723,223.4777981,79,,2.9675758257,5,5,2,80,,Y,780.73454769,629,6,85,794.84066448,87
0,7216,3.0134100756,53.621485515,123,,1.4417304029,5,3,3,9,,Y,726.90636181,602,9,73,736.22079195,75
0,7217,3.4253626255,169.28520198,90,,3.0909804133,5,3,2,88,,Y,952.28361906,582,10,73,953.36405248,73
1,7218,1.2154365358,35.552397254,118,,1.5764002193,5,5,0,11,,Y,1074.0145391,516,10,51,1085.0985515,53
0,7219,1.373417329,159.94564536,9,,5.4962531658,5,4,2,101,,Y,1009.4379241,613,3,62,1019.3497916,65
0,7220,1.400054643,56.887055061,75,,5.3235421604,5,2,1,75,,Y,993.51935531,609,9,81,1008.8307355,83
1,7221,2.4830920504,206.43661596,79,,3.048558967,5,2,1,75,,Y,1094.2638663,502,6,45,1101.616715,45
0,7222,0.7324552938,222.29220968,15,,5.4904247381,5,2,3,77,,Y,365.80960415,594,11,71,382.44575221,74
1,7223,0.8147474521,184.32326641,5,,4.2141139216,5,0,3,100,,Y,1064.1314814,515,12,55,1071.8502218,56
0,7224,1.2319125026,90.05962115,7,,5.7844692506,5,4,1,95,,Y,503.13031373,556,4,71,504.42411779,72
0,7225,2.7784759807,111.97963001,54,,2.0558076519,5,0,1,40,,Y,385.37746874,607,3,66,400.1255074,70
0,7226,0.8346580983,165.57288944,13,,4.8011999476,5,2,4,103,,Y,1014.53821,622,5,62,1027.2907211,64
1,7227,4.0365586401,187.09098129,9,,7.7358234543,5,2,2,,,Y,963.4014982,458,11,39,969.99517333,40
1,7228,1.7894539768,268.12991167,79,,2.4032646749,5,2,0,76,,Y,1009.7807696,562,5,60,1020.5428549,62
1,7229,1.1030005864,86.58474872,35,,4.3286354986,5,1,8,62,,Y,1026.7469605,512,15,42,1041.3047426,45
0,7230,0.7816542781,224.47029461,10,,3.7644528947,5,3,4,120,,Y,828.98234668,579,5,64,840.41295192,66
0,7231,1.4493200326,79.918524372,48,,1.0197114054,5,0,3,53,,Y,631.18240472,604,8,66,637.09616988,69
0,7232,2.8516886594,272.92904855,65,,1.7593963522,5,4,3,98,,Y,921.11906768,636,11,74,929.7480943,77
0,7233,1.0694115031,143.58638839,90,,3.7558074967,5,2,1,67,,Y,631.32223681,601,9,60,650.04725454,63
1,7234,1.6099452187,227.67308288,11,,5.0835410879,5,1,6,106,,Y,1066.2385967,472,6,58,1073.4049532,62
1,7235,3.0512305281,213.45310302,85,,2.5651964298,5,4,2,67,,Y,1027.5270319,495,13,51,1033.9487819,51
1,7236,4.2003102152,181.26500148,73,,7.3593863475,5,3,3,77,,Y,1144.4378134,534,13,51,1145.9518552,52
1,7237,1.8585633273,166.42062987,5,,8.097330675,5,0,3,104,,Y,1121.0854191,476,18,65,1136.8467197,65
0,7238,2.6121887797,262.68649083,87,,1.8976809875,5,2,4,70,,Y,225.66825395,631,8,64,244.03529233,68
0,7239,0.6817371475,122.4497171,4,,5.8184933381,5,0,2,102,,Y,778.43162328,622,10,87,781.52878225,88
1,7240,0.9204797368,157.55644309,8,,6.9668616245,5,1,1,89,,Y,1143.4908081,528,8,59,1159.9544909,60
0,7241,0.5271823081,217.07137348,84,,1.1120882511,5,5,1,92,,Y,971.92143345,575,7,75,991.06872487,75
0,7242,1.2016810708,50.949613681,,,3.005269093,5,1,2,109,,Y,1071.73617,592,17,62,1079.1328838,62
1,7243,1.240403228,216.8448383,85,,2.7816524781,5,4,3,75,,Y,1046.8075997,501,13,63,1054.0168531,66
1,7244,1.5705909338,117.5039672,54,,3.9288112756,5,3,5,63,,Y,1023.8172538,518,12,43,1030.389608,46
1,7245,1.8608800547,118.35752998,11,,4.6632793612,5,3,3,92,,Y,1156.0396647,498,11,50,1172.3009804,53
1,7246,1.3280969329,214.8525497,8,,3.3790281326,5,5,0,93,,Y,1153.6556703,473,8,51,1166.1904991,52
1,7247,1.1486743074,82.760931144,52,,0.3113713035,5,1,3,52,,Y,1029.3154883,506,7,46,1043.9086503,46
1,7248,0.9923670914,178.62765169,11,,5.5079408449,5,3,5,99,,Y,1004.1413863,461,8,41,1013.6292244,41
0,7249,0.9292666353,275.61302222,94,,3.5217042189,5,4,3,,,Y,911.90320465,645,10,80,915.1378836,80
0,7250,1.1134943885,,81,,2.6936502159,5,2,1,74,,Y,992.62885301,526,10,65,1012.0951357,67
0,7251,3.5666358237,120.77765448,9,,5.4903454407,5,3,,96,,Y,657.57529852,569,9,72,675.6675139,74
1,7252,1.0365852577,184.02202025,16,,3.7714920245,5,1,2,83,,Y,981.15424037,529,11,57,982.11635234,60
0,7253,0.8181999485,224.54436483,75,,2.8948469468,5,4,1,71,,Y,791.06572931,624,3,69,808.16045547,70
0,7254,2.2968693487,260.46818609,72,,5.7219501687,5,0,3,,,Y,1035.7747047,615,10,78,1045.532313,80
1,7255,4.9530894383,116.03176938,42,,2.1342811955,5,2,2,45,,Y,1055.0925888,477,11,45,1059.5926733,49
1,7256,1.0735862784,203.69763516,87,,6.1619433225,5,3,2,80,,Y,951.76185522,537,13,38,953.73524437,41
1,7257,2.1984559325,50.546647835,112,,1.4723186271,5,9,0,16,,Y,1072.7683898,516,9,53,1083.813548,56
0,7258,0.9807818406,58.02877204,129,,1.6376705297,5,0,2,12,,Y,410.15895108,588,10,64,418.84955844,64
0,7259,1.7220872688,217.76704165,76,,3.4226379564,5,3,1,84,,Y,1015.0974536,620,7,65,1019.7208768,66
0,7260,0.9668802242,224.81520019,69,,4.3450385969,5,4,3,65,,Y,909.51988964,604,10,61,917.53598168,62
0,7261,0.5035139024,141.58352569,77,,4.36288234,5,1,0,80,,Y,633.38518232,593,11,82,647.22381734,84
1,7262,1.1061689141,204.11941082,78,,4.8150871235,5,4,0,73,,Y,989.97891173,513,11,54,1004.2169394,55
0,7263,1.2515834195,212.28844053,82,,5.3183444353,5,4,0,85,,Y,835.79564802,616,12,67,854.82020275,69
1,7264,1.0787600391,92.580464803,9,,5.8423605287,5,1,1,94,,Y,999.22636939,487,8,44,1012.9976737,44
0,7265,0.6479216976,178.31841076,12,,4.25120931,5,1,3,103,,Y,717.86751454,608,9,71,720.96278616,74
0,7266,0.718519196,150.85122652,7,,2.7395420308,5,2,1,107,,Y,885.7657965,606,6,66,893.27939232,69
1,7267,1.4925543361,192.44604162,84,,1.8012851487,5,3,0,83,,Y,1023.4737215,532,14,35,1041.9129025,36
1,7268,2.2589804619,193.16015609,76,,4.0492614307,5,5,2,88,,Y,1004.104832,477,7,38,1007.8997856,38
0,7269,2.6337820214,115.48641797,49,,5.5038943731,5,2,9,62,,Y,922.06680404,575,9,71,931.14566309,74
0,7270,1.2973900593,240.25946211,80,,2.0977790992,5,1,2,93,,Y,819.33045705,582,10,61,827.9985258,63
1,7271,0.993528906,199.98517593,11,,5.5537089145,5,3,1,,,Y,959.81670697,483,4,50,978.60190945,50
0,7272,1.2372522752,222.45499556,75,,4.6535514591,5,3,1,75,,Y,965.82321971,616,8,79,983.34677246,82
0,7273,0.7764818769,203.48617643,92,,3.4022727237,5,6,1,83,,Y,928.65656514,596,7,58,931.93171987,63
0,7274,2.3758111793,155.77266519,6,,3.0906418078,5,2,4,84,,Y,770.86745245,593,12,93,786.15322171,96
1,7275,1.2926982416,85.281531786,61,,2.6928940409,5,0,5,48,,Y,989.75060285,518,10,44,1000.0402961,46
1,7276,1.5795943452,149.18170323,7,,4.301013102,5,3,4,97,,Y,991.83912538,505,7,53,1000.9239574,54
1,7277,1.4735034519,199.6238537,9,,6.1517197575,5,4,1,105,,Y,1045.2266692,453,12,42,1059.4781982,48
0,7278,2.2739950316,206.79120133,6,,4.9112460975,5,3,4,89,,Y,881.27246214,611,13,71,896.40950967,72
1,7279,0.9108001606,225.05786434,10,,4.873333945,5,1,3,92,,Y,1020.8896887,444,16,53,1031.7112997,56
1,7280,0.6324560404,121.82417015,10,,4.875930468,5,1,2,99,,Y,893.52748678,480,10,61,907.11313769,62
1,7281,1.2028817785,179.33068462,75,,3.1176629103,5,2,2,80,,Y,887.84430467,495,8,51,904.67454988,51
0,7282,1.6141904988,179.96315871,,,0.9591512486,5,4,3,81,,Y,678.01330308,592,7,66,678.72193828,69
1,7283,3.0541001979,259.35667618,82,,3.512228118,5,0,3,91,,Y,873.71033715,499,9,50,891.16763707,53
1,7284,4.6372652626,215.10150241,83,,3.0796333468,5,4,1,64,,Y,958.47468556,489,9,56,963.00614595,58
1,7285,0.9156492827,95.358194521,56,,1.0743231724,5,1,5,64,,Y,931.10149623,524,8,58,940.53107329,59
1,7286,0.8288626394,159.45706835,81,,5.9235804083,5,5,2,75,,Y,985.51078065,489,12,44,993.19797417,45
0,7287,2.2921797992,279.38848699,93,,4.6284801034,5,2,4,70,,Y,909.13420366,596,13,71,922.92248654,72
0,7288,3.0464076631,132.24147523,10,,3.8003888789,5,2,1,103,,Y,1126.9917197,596,10,75,1138.0316295,76
0,7289,0.7256348633,150.51142776,84,,7.6788240793,5,1,1,75,,Y,455.2371317,614,6,74,456.44290978,75
0,7290,1.186688315,144.39536335,11,,3.7153772605,5,2,1,102,,Y,547.93285812,612,8,71,553.47744105,73
0,7291,1.7315670742,56.098147387,130,,1.3389647987,5,2,0,9,,Y,449.63661947,626,5,78,461.58234613,83
1,7292,4.2819439001,171.72668731,16,,5.1003587953,5,4,3,93,,Y,995.56804693,490,19,51,1005.509986,51
1,7293,2.3694863743,57.297449168,117,,1.6393996433,5,2,1,12,,Y,966.22760834,516,8,50,971.61811054,52
1,7294,0.5100846794,155.33666924,92,,2.7096064395,5,0,1,88,,Y,994.21455442,519,10,46,1004.1612223,51
0,7295,2.3612704763,119.01417287,72,,2.2162613472,5,1,2,,,Y,799.0108726,615,7,54,799.55891683,56
0,7296,1.4125035124,185.19456954,92,,3.9812445173,5,3,3,77,,Y,383.12425745,603,15,65,390.82557164,66
0,7297,1.7654144292,174.20758924,13,,4.492479728,5,2,5,99,,Y,781.32267358,626,9,83,788.74172631,86
1,7298,1.1375613681,290.71368096,68,,2.8916939192,5,1,1,97,,Y,1044.6903516,481,10,47,1054.3584066,49
1,7299,1.3504941479,205.69765295,76,,1.567509706,5,3,4,92,,Y,1087.5050761,548,8,54,1103.5707945,55
1,7300,0.931486463,162.84987358,16,,5.2613414913,5,0,4,88,,Y,998.02225364,472,12,59,1012.651845,61
1,7301,1.7065244908,226.09554147,7,,4.2523156621,5,2,2,101,,Y,994.88486775,511,16,45,1014.7191104,49
0,7302,0.5780058439,169.23057737,10,,3.3899075045,5,1,3,108,,Y,603.73674169,592,4,74,619.55818729,74
0,7303,0.6897325259,129.9153057,84,,2.7202369557,,1,2,87,,Y,1039.4887622,591,3,70,1058.784271,71
0,7304,0.9715060355,41.266458381,139,,1.3280293527,5,2,0,,,Y,864.92996025,606,4,77,880.86585646,80
1,7305,1.4318685914,187.93003755,71,,2.2611100751,5,7,2,70,,Y,990.65283011,486,11,49,995.00511805,50
1,7306,2.0318830158,222.42500497,86,,2.6698685794,5,5,0,72,,Y,1039.1809862,498,14,50,1058.155974,51
1,7307,1.5635748313,275.52740266,60,,3.0170596271,5,2,4,95,,Y,1021.2050911,500,5,51,1027.3273656,51
1,7308,1.3042679966,173.43287783,11,,5.902575154,5,2,1,102,,Y,1004.4510415,512,15,54,1013.1546222,55
1,7309,1.7121565225,225.75926697,61,,3.3549526584,5,2,4,85,,Y,1017.9167183,526,11,48,1031.2712282,51
1,7310,1.1033600269,269.08341575,89,,3.7486077107,5,1,0,81,,Y,1016.4493831,492,10,47,1019.0827184,50
0,7311,2.8837476407,171.75038211,84,,2.708390541,5,3,0,88,,Y,1246.4813474,568,7,68,1256.0826219,71
1,7312,2.808813054,89.339070646,44,,2.8342467175,5,0,9,48,,Y,985.84675084,484,8,48,990.12946954,52
0,7313,0.622272715,139.17106516,9,,8.105412662,5,0,3,,,Y,1187.0656801,596,10,69,1188.6100358,71
0,7314,1.6559945435,214.19063934,76,,4.301777611,5,5,1,69,,Y,1004.8173545,628,7,78,1017.7027427,81
0,7315,0.9282588838,52.260418703,102,,1.4348521631,5,5,0,11,,Y,738.51236578,600,10,72,746.56893946,74
0,7316,1.6229560275,181.94609513,8,,4.7569736312,5,1,4,105,,Y,911.35535736,573,10,70,924.77596916,73
1,7317,0.6248156871,201.6756288,81,,3.9446213284,5,1,1,71,,Y,960.65614313,461,7,45,973.07775821,49
1,7318,3.2225918411,182.01095704,72,,5.6856196464,5,3,0,83,,Y,1002.7678702,486,12,49,1020.3767329,49
0,7319,0.5521877015,115.10254957,10,,4.5679825186,5,4,4,111,,Y,986.58197483,588,10,76,987.098161,78
1,7320,0.7912965616,162.52491148,81,,1.9676211486,5,2,2,76,,Y,995.31991729,520,12,56,1007.1257861,57
1,7321,1.4597374467,129.0758707,16,,4.8398853007,5,4,3,98,,Y,1007.1180584,494,8,45,1017.0586679,48
0,7322,2.1648469521,165.90940689,9,,6.6871078337,5,0,0,98,,Y,576.65579272,604,11,76,580.89086102,76
0,7323,2.855346089,269.38089415,85,,2.3157115343,5,3,2,86,,Y,814.63817906,614,5,72,827.6201861,76
1,7324,1.0389016338,168.95600928,93,,2.0356037873,5,3,3,87,,Y,946.32160651,491,17,40,958.79313724,41
0,7325,2.975125019,212.28537046,93,,2.2934744225,5,3,2,84,,Y,921.81088568,583,7,90,925.7604764,93
1,7326,1.2898491923,307.02691457,74,,2.7821583835,5,3,4,89,,Y,1022.777816,506,16,52,1036.129534,54
0,7327,1.231988734,153.84183961,4,,6.3845949125,5,2,4,95,,Y,731.4568153,626,9,73,742.87402535,75
1,7328,1.0416429454,46.091041851,109,,1.377516932,5,4,2,14,,Y,1064.1734382,522,12,50,1072.6253261,52
1,7329,0.7642673934,82.167663491,41,,6.3825301429,5,1,4,46,,Y,1225.9437918,487,3,58,1231.6724493,61
1,7330,1.7536095706,169.86510638,11,,7.1362455048,5,0,4,87,,Y,951.61741577,536,5,50,966.38880665,52
0,7331,1.0311943773,184.54133731,9,,4.0058454686,5,4,6,104,,Y,920.84157472,630,15,74,930.18569394,76
1,7332,1.066008441,192.86762025,12,,7.3963749372,5,2,3,,,Y,890.11999752,495,9,44,903.71742553,46
1,7333,0.8484946094,153.14981031,14,,3.0237011234,5,2,5,96,,Y,1066.8798221,538,11,54,1067.4329915,55
1,7334,0.8771982952,265.30645289,77,,5.4745051206,5,2,1,67,,Y,1148.9829781,441,12,56,1166.663888,58
1,7335,0.5906839797,86.344258443,8,,6.5582412484,5,0,3,98,,Y,938.78042415,506,10,62,958.54720796,65
0,7336,1.1319074405,240.85377247,83,,3.309384542,5,4,0,74,,Y,928.33229405,601,7,79,933.42948211,80
1,7337,0.6441630936,160.44338088,14,,2.3549933459,5,3,0,93,,Y,1083.8768795,505,8,41,1089.4785326,44
0,7338,1.1273127228,213.41966833,79,,4.8183178909,5,0,1,91,,Y,1014.2428402,622,8,67,1019.5779941,68
0,7339,1.8343497456,195.98194419,75,,2.7844580583,5,4,1,86,,Y,1015.0468563,599,10,65,1027.5942545,69
0,7340,1.502959102,141.24195197,8,,3.9752275303,5,3,2,106,,Y,838.19169525,584,5,65,842.55533267,67
0,7341,1.037639566,53.442531083,116,,1.5693395441,5,3,2,7,,Y,885.2252521,592,6,70,905.00030685,77
0,7342,1.120394304,172.53961597,4,,4.2408808508,5,4,5,110,,Y,1018.0120955,604,8,89,1021.9697872,93
1,7343,0.5395997569,76.343611414,60,,1.4991206525,5,1,3,56,,Y,909.42946191,542,8,50,912.85561251,54
1,7344,1.2901306841,147.86458146,7,,4.0031972784,5,5,2,88,,Y,859.26794773,516,11,58,865.27998509,58
0,7345,1.8116972085,135.40712415,6,,5.2315181431,5,2,2,95,,Y,871.04470261,614,3,73,888.34216012,78
1,7346,0.9819573236,118.03229257,44,,4.2626581718,5,1,2,51,,Y,1045.3572493,485,9,60,1060.2027088,63
0,7347,0.8767786149,,10,26.245678501,3.7793385594,5,3,3,104,,Y,493.72743259,628,6,76,505.36399995,77
0,7348,1.7475404294,189.34327783,7,,5.7143410577,5,2,2,93,,Y,988.35081615,585,3,84,996.4539207,85
0,7349,3.3177386689,196.3851322,11,,5.9367419821,5,4,2,,,Y,665.10651608,584,13,70,679.47078039,71
1,7350,0.6093566276,260.52295844,87,,1.0347057912,5,3,6,69,,Y,1005.3058076,466,7,51,1016.5627842,53
1,7351,1.8150634769,120.52959719,8,,6.7822243831,5,3,1,111,,Y,1080.0500875,498,11,56,1099.040061,59
0,7352,1.0048300243,94.825238946,52,,4.1243615734,5,1,5,47,,Y,819.48428465,618,11,67,827.9806744,69
1,7353,0.6195874496,200.63420612,79,,3.7794444386,5,2,2,82,,Y,1051.1572707,500,10,71,1060.5067381,73
0,7354,2.1490117994,51.19447757,123,,1.5652434098,5,1,0,7,,Y,746.13565698,575,8,57,761.04038658,61
0,7355,1.1864908971,200.69985423,102,,1.6318028591,5,2,0,74,,Y,837.19405418,641,5,78,854.01032187,81
0,7356,0.6602238094,116.88043473,69,,1.8908171052,5,1,1,46,,Y,725.90932596,586,15,75,732.64365766,79
1,7357,1.3714741812,109.04899037,55,,1.9694848693,5,0,8,55,,Y,1027.7909183,526,9,52,1031.6161459,53
0,7358,0.7905024312,207.67488834,12,,3.2248957582,5,3,4,100,,Y,640.00715213,578,5,76,652.90606312,77
1,7359,1.777313974,44.602730416,9,,6.0990985696,5,0,2,,,Y,1032.4424355,491,10,44,1039.6404917,45
1,7360,4.3929012268,156.5714035,92,,1.7351026053,5,4,2,86,,Y,855.73836893,509,6,47,863.69096422,50
1,7361,1.230317156,153.35087714,82,,5.1824777475,5,6,1,81,,Y,1024.6677921,514,8,49,1036.2387487,50
1,7362,0.6817806008,300.32066173,81,,4.6605256036,5,2,5,93,,Y,1005.9371098,473,13,42,1020.0783193,46
0,7363,0.6389146813,272.31571818,91,,1.4670312657,5,1,1,93,,Y,980.82930362,581,4,64,990.90523575,70
1,7364,1.2163611689,171.43456769,10,,5.3281355515,5,1,6,97,,Y,935.8015347,518,10,63,951.03045258,65
0,7365,1.6002965272,218.76696998,87,,6.6365245962,5,1,1,79,,Y,892.56703121,642,9,81,907.04089804,83
1,7366,0.5778843785,198.30928171,85,,4.8992311676,5,3,2,89,,Y,1055.0880984,514,11,45,1066.9875062,48
0,7367,0.7869540793,207.67786867,87,,2.3774767134,5,2,2,79,,Y,703.8063906,560,9,82,715.78407527,84
1,7368,1.1896724352,180.81024503,72,,3.1316388369,5,3,4,95,,Y,1174.6799982,532,7,52,1178.3085324,58
1,7369,1.2460291165,56.711749129,107,,1.3183614574,5,1,1,9,,Y,962.9803151,472,8,53,968.31142128,57
1,7370,0.5009104795,194.92988512,10,,5.0803911131,5,2,4,103,,Y,923.39473033,538,10,60,939.27201477,61
1,7371,0.6868313946,,15,,3.9205941828,,7,3,,,Y,1179.4775498,470,9,57,1187.4554237,61
0,7372,2.7473245092,54.284660825,148,,1.5659385089,5,3,1,7,,Y,714.13861109,570,9,69,718.1201845,71
1,7373,0.9481741074,126.00244485,13,,6.0634497785,5,2,3,102,,Y,983.67022788,511,18,43,1003.0874813,45
0,7374,0.8753898918,106.0848247,10,,5.3873242305,5,1,4,,,Y,712.94873972,613,13,71,719.34017513,73
1,7375,0.9051358138,145.80749771,88,,1.4566830955,5,6,1,82,,Y,926.47595304,513,9,43,931.31756994,47
1,7376,0.9744385518,175.48907058,86,,3.6925498373,5,1,2,84,,Y,980.00027021,463,8,38,980.23861092,38
0,7377,2.2569634617,132.60351031,46,,2.1109346323,5,1,1,51,,Y,1190.6279214,640,13,58,1199.0197825,60
1,7378,0.814983412,101.7217966,10,,5.3913200786,5,1,4,100,,Y,1024.8299403,492,7,52,1030.8460469,53
0,7379,2.5951417033,128.01553019,95,,4.3838738471,5,2,1,89,,Y,860.94990649,625,5,63,874.83952789,67
1,7380,0.5731280633,219.22760384,12,,7.4571762254,5,3,2,91,,Y,955.88201111,510,14,38,974.50155142,40
0,7381,2.471396751,151.33356899,83,,3.8452480205,5,2,4,63,,Y,1019.1964765,610,9,73,1036.749808,75
0,7382,0.5021661299,61.408649655,10,,5.4570516637,5,0,2,109,,Y,671.66367145,598,2,85,680.42428856,87
0,7383,0.6335227143,199.54798152,75,8.1454859079,2.6876103425,5,3,5,74,,Y,763.49201732,581,6,62,780.91396355,63
1,7384,3.862438872,113.1699234,13,,3.7378701599,5,4,3,96,,Y,956.5987434,505,9,34,961.41338279,35
0,7385,1.3558865898,93.97895841,12,,5.4940729759,5,3,1,103,,Y,613.30013948,617,4,68,614.21626225,72
0,7386,1.2912050418,109.11633085,38,,2.1697412435,5,0,4,51,,Y,1015.3280126,598,8,59,1028.7661843,62
1,7387,0.9296099553,103.80298854,53,,2.6934847346,5,1,2,49,,Y,990.58972728,510,11,40,1000.2150012,43
1,7388,4.5784925789,148.73428132,,,4.5234895335,5,2,2,95,,Y,965.14659676,538,9,49,972.08313508,54
0,7389,0.7473405281,238.96393132,47,,0.9909008381,5,3,0,94,,Y,958.6465889,594,10,83,969.62057082,86
1,7390,0.5124543381,145.41541516,14,,5.3182078345,5,1,6,101,,Y,903.13247653,514,15,39,918.78252073,42
0,7391,1.0357318123,117.3915245,8,,3.1771948102,5,1,5,81,,Y,741.56419713,562,6,64,743.38521763,67
1,7392,0.6910373069,149.81180921,9,,5.2196675135,5,3,3,,,Y,909.22834148,493,15,60,910.80290239,61
1,7393,1.2110188053,182.59187033,10,,1.9846342608,5,0,1,98,,Y,1117.3686571,545,7,55,1131.4076106,57
1,7394,0.6085320059,124.26112752,6,,4.5729259951,5,1,3,120,,Y,978.73987716,511,7,42,982.76864245,44
1,7395,1.4613092708,199.78370983,84,,2.2557460521,5,6,0,83,,Y,822.61173931,478,13,45,828.92558537,49
0,7396,3.6000041863,103.6092111,53,,1.0034997061,5,1,4,62,,Y,408.0180469,613,8,76,426.09840644,77
0,7397,1.249079887,183.35839993,8,,7.5269196167,5,3,0,113,,Y,799.27014666,608,8,53,815.1527915,55
1,7398,0.8367064638,148.74793653,8,,7.8174710079,5,3,1,121,,Y,1063.488263,494,3,53,1068.9171975,57
0,7399,1.4796426855,101.0195218,47,,4.4158726386,5,0,5,49,,Y,524.33819593,569,10,75,541.6340264,77
0,7400,0.6789292816,143.18897027,8,,4.3796257838,5,1,3,103,,Y,461.09828297,624,7,77,473.95364203,77
1,7401,0.5417409187,250.87015381,80,,6.3751863946,5,3,4,64,,Y,1069.4054973,509,6,44,1078.4068656,46
